task_create_time,task_end_time,job_id,task_id,num_instances,status,cpus_requested,memory_requested
21713,25533,52,331,735,Terminated,50.0,0.0213082080086972
21713,27886,52,345,1,Terminated,50.0,0.0040794139725105
21713,21754,52,347,1,Terminated,50.0,0.0040690601299407
21713,24500,52,352,799,Terminated,50.0,0.0160070406129474
21712,21721,52,323,1,Terminated,50.0,0.0040949447363652
21713,25058,52,349,488,Terminated,50.0,0.0160070406129474
23213,24427,55,377,509,Terminated,50.0,0.0160070406129474
23214,23514,55,381,378,Terminated,50.0,0.0160070406129474
23213,23219,55,380,1,Terminated,50.0,0.0054047058214479
23213,24645,55,383,493,Terminated,50.0,0.0160070406129474
23213,23725,55,382,515,Terminated,50.0,0.0160070406129474
23214,23373,55,379,270,Terminated,50.0,0.0133564569150726
23213,23218,55,378,1,Terminated,50.0,0.0054047058214479
23213,24797,55,384,445,Terminated,50.0,0.0085522739626743
23213,24111,55,376,443,Terminated,50.0,0.0160070406129474
23307,23577,57,395,75,Terminated,50.0,0.0133564569150726
23307,23441,57,402,1272,Terminated,50.0,0.008868066161054
23307,24398,57,394,241,Terminated,50.0,0.0133564569150726
23307,23329,57,399,1,Terminated,50.0,0.0041156524215049
23307,23321,57,400,338,Terminated,50.0,0.0080552895193228
23307,24469,57,397,261,Terminated,50.0,0.0085367431988196
23307,23315,57,404,1,Terminated,50.0,0.0041467139492144
23307,23377,57,405,25,Terminated,50.0,0.0133564569150726
23307,24082,57,412,358,Terminated,50.0,0.0133564569150726
23307,24288,57,393,291,Terminated,50.0,0.0133564569150726
23308,23330,57,409,4956,Terminated,50.0,0.0080552895193228
23307,23628,57,396,105,Terminated,50.0,0.0091476199104392
23307,23316,57,398,1,Terminated,50.0,0.0039862293893821
23307,23317,57,403,1,Terminated,50.0,0.0040224678383765
23307,23319,57,406,97,Terminated,50.0,0.0043952061708901
23307,23351,57,410,37,Terminated,50.0,0.0081381202598814
23307,23338,57,407,8,Terminated,50.0,0.0091476199104392
23307,23332,57,408,47,Terminated,50.0,0.0080552895193228
23307,23334,57,401,186,Terminated,50.0,0.0089767815080371
23307,24224,57,392,453,Terminated,50.0,0.0133564569150726
23307,23497,57,411,103,Terminated,50.0,0.0092977506277017
24486,24731,58,413,12,Terminated,100.0,0.0027541221235731
24800,25059,60,427,451,Terminated,50.0,0.0160070406129474
24800,25425,60,435,15,Terminated,50.0,0.0082054202365853
24800,25447,60,425,1,Terminated,50.0,0.0041156524215049
24800,25215,60,433,379,Terminated,50.0,0.0133564569150726
24800,25297,60,430,337,Terminated,50.0,0.0082830740558589
24800,25439,60,428,1,Terminated,50.0,0.0080552895193228
24800,25324,60,431,5,Terminated,50.0,0.0080501125980379
24800,25330,60,432,1,Terminated,50.0,0.0039758755468123
24800,25398,60,434,337,Terminated,50.0,0.0083555509538477
24800,24808,60,426,1,Terminated,50.0,0.0040379986022312
24800,25216,60,429,379,Terminated,50.0,0.0133564569150726
24775,24781,61,437,1,Terminated,50.0,0.0040638832086558
24775,24927,61,438,319,Running,50.0,0.0133564569150726
24775,24927,61,446,3,Running,50.0,0.0079517510936246
24775,24927,61,441,93,Running,50.0,0.0079776357000491
24775,24927,61,439,1,Running,50.0,0.004048352444801
24775,24927,61,443,1,Running,50.0,0.0040379986022312
24775,24927,61,436,1,Running,50.0,0.0040587062873709
24775,24927,61,440,131,Running,50.0,0.0096394274325058
24775,24927,61,445,93,Running,50.0,0.0080294049128982
24775,24927,61,444,131,Failed,50.0,0.0096394274325058
24775,24927,61,442,1,Running,50.0,0.0080552895193228
25913,26063,65,475,417,Terminated,50.0,0.0057360287836823
25936,26016,67,477,511,Terminated,100.0,0.0057360287836823
29862,30746,74,516,1214,Terminated,50.0,0.0160070406129474
29862,42372,74,511,1999,Terminated,50.0,0.0213082080086972
29862,29909,74,513,51,Terminated,50.0,0.0160070406129474
29862,29867,74,512,1,Terminated,50.0,0.0041052985789351
29862,45862,74,517,2000,Terminated,50.0,0.0160070406129474
29862,38024,74,510,1999,Terminated,50.0,0.0213082080086972
29862,30277,74,514,1294,Terminated,50.0,0.0133564569150726
29863,33612,74,515,4004,Terminated,50.0,0.0213082080086972
32766,32852,76,525,2,Terminated,100.0,0.0027541221235731
54962,55052,115,667,1,Terminated,50.0,0.0042916677451919
54965,55040,115,666,15837,Terminated,50.0,0.0079465741723397
54068,54070,116,673,1,Terminated,50.0,0.0040949447363652
54068,54150,116,669,21,Terminated,50.0,0.0078482126679263
54068,54143,116,668,67,Terminated,50.0,0.0078637434317811
54068,54123,116,672,28,Terminated,50.0,0.0160070406129474
54068,54092,116,670,17,Terminated,50.0,0.0160070406129474
54068,54070,116,671,1,Terminated,50.0,0.0040587062873709
11415,11522,119,680,3102,Terminated,50.0,0.0097326120156343
11414,11646,119,681,107,Terminated,55.0,0.010157119560997
11414,11688,119,682,83,Terminated,50.0,0.0081691817875909
28539,28584,139,812,1,Terminated,100.0,0.0027541221235731
26023,26356,141,821,291,Terminated,50.0,0.008396966324127
26023,26371,141,817,69,Terminated,50.0,0.0133564569150726
26023,26389,141,818,53,Terminated,50.0,0.0081950663940154
26023,26105,141,819,1,Terminated,50.0,0.0160070406129474
26023,26304,141,820,134,Terminated,50.0,0.0160070406129474
26023,26399,141,822,9,Terminated,50.0,0.0079465741723397
